ID,business_type,campaign_goal,budget_level,campaign_duration,area_type,active_hours,ad_style,interaction_goal,offer_type,business_stage,best_place
5919,fashion_store,product_launch,medium,long_2months,near_entertainment,morning,static_image,social_follow,service,established,entertainment_restaurants
5920,fashion_store,awareness,high,short_week,main_street,morning,static_image,social_follow,service,new,streets
5921,education_center,sales,low,long_2months,near_entertainment,evening,static_image,store_visit,product,famous,streets
5922,fashion_store,sales,low,short_week,main_street,evening,short_video,purchase,product,famous,malls
5923,clinic,footfall,low,mid_month,near_entertainment,evening,short_video,store_visit,product,established,entertainment_restaurants
5924,electronics,awareness,high,mid_month,inside_mall,evening,static_image,purchase,service,new,malls
5925,gym,sales,medium,short_week,near_entertainment,evening,short_video,store_visit,service,established,entertainment_restaurants
5926,fashion_store,awareness,medium,short_week,near_entertainment,morning,static_image,website_visit,service,established,entertainment_restaurants
5927,restaurant,sales,medium,short_week,main_street,evening,static_image,store_visit,product,established,streets
5928,education_center,sales,medium,long_2months,inside_mall,evening,static_image,store_visit,product,new,malls
5929,supermarket,sales,low,mid_month,main_street,evening,short_video,store_visit,product,new,entertainment_restaurants
5930,supermarket,footfall,low,mid_month,main_street,noon,static_image,website_visit,experience,new,streets
5931,clinic,footfall,high,long_2months,main_street,noon,short_video,website_visit,product,new,streets
5932,beauty_salon,footfall,medium,mid_month,near_entertainment,evening,static_image,purchase,product,new,streets
5933,clinic,footfall,medium,short_week,near_entertainment,evening,coupon_offer,social_follow,product,famous,entertainment_restaurants
5934,education_center,sales,low,mid_month,near_entertainment,noon,static_image,store_visit,service,famous,malls
5935,supermarket,footfall,low,mid_month,inside_mall,evening,static_image,store_visit,experience,established,malls
5936,fashion_store,sales,medium,long_2months,near_entertainment,evening,short_video,social_follow,product,new,entertainment_restaurants
5937,restaurant,sales,medium,short_week,near_entertainment,morning,short_video,purchase,product,new,entertainment_restaurants
5938,fashion_store,footfall,medium,mid_month,inside_mall,noon,coupon_offer,social_follow,experience,new,malls
5939,fashion_store,product_launch,low,mid_month,near_entertainment,evening,short_video,store_visit,product,famous,malls
5940,restaurant,footfall,high,mid_month,near_entertainment,evening,static_image,store_visit,service,famous,malls
5941,gym,awareness,medium,short_week,inside_mall,evening,coupon_offer,store_visit,service,established,streets
5942,fashion_store,sales,high,short_week,near_entertainment,noon,static_image,store_visit,product,established,malls
5943,education_center,footfall,low,mid_month,inside_mall,noon,static_image,purchase,product,famous,malls
5944,gym,awareness,medium,short_week,main_street,noon,static_image,website_visit,product,established,streets
5945,supermarket,sales,low,mid_month,main_street,noon,static_image,social_follow,product,established,streets
5946,fashion_store,footfall,high,mid_month,near_entertainment,noon,coupon_offer,purchase,product,established,malls
5947,fashion_store,footfall,medium,long_2months,inside_mall,morning,short_video,website_visit,product,new,malls
5948,gym,awareness,medium,long_2months,main_street,morning,short_video,social_follow,product,established,streets
5949,clinic,awareness,medium,long_2months,main_street,evening,short_video,purchase,experience,established,malls
5950,beauty_salon,awareness,medium,long_2months,inside_mall,noon,short_video,purchase,experience,established,streets
5951,education_center,sales,medium,long_2months,inside_mall,noon,static_image,website_visit,service,new,streets
5952,electronics,sales,high,long_2months,inside_mall,evening,short_video,website_visit,product,famous,malls
5953,clinic,footfall,medium,short_week,inside_mall,noon,coupon_offer,purchase,product,new,streets
5954,supermarket,sales,medium,mid_month,near_entertainment,evening,static_image,social_follow,service,new,entertainment_restaurants
5955,clinic,footfall,low,short_week,main_street,morning,coupon_offer,purchase,product,established,streets
5956,gym,awareness,medium,long_2months,inside_mall,evening,static_image,social_follow,service,established,streets
5957,gym,sales,medium,long_2months,inside_mall,evening,short_video,website_visit,service,established,entertainment_restaurants
5958,supermarket,product_launch,high,mid_month,main_street,evening,short_video,store_visit,product,new,streets
5959,restaurant,footfall,medium,mid_month,near_entertainment,evening,static_image,website_visit,experience,established,entertainment_restaurants
5960,clinic,footfall,low,short_week,inside_mall,evening,short_video,purchase,product,new,streets
5961,supermarket,product_launch,medium,short_week,main_street,noon,short_video,purchase,service,established,entertainment_restaurants
5962,electronics,sales,low,mid_month,main_street,evening,short_video,purchase,product,famous,malls
5963,clinic,sales,high,mid_month,main_street,noon,coupon_offer,social_follow,product,new,malls
5964,clinic,footfall,low,short_week,main_street,noon,short_video,purchase,service,famous,malls
5965,electronics,footfall,medium,mid_month,inside_mall,noon,short_video,website_visit,product,famous,malls
5966,electronics,awareness,low,short_week,main_street,evening,static_image,purchase,service,established,streets
5967,gaming_arcade,footfall,medium,mid_month,near_entertainment,evening,short_video,store_visit,product,established,entertainment_restaurants
5968,restaurant,footfall,low,short_week,inside_mall,evening,static_image,social_follow,product,established,streets
5969,education_center,footfall,medium,long_2months,main_street,noon,static_image,store_visit,product,established,streets
5970,cafe,footfall,low,mid_month,inside_mall,morning,coupon_offer,store_visit,product,new,malls
5971,gym,footfall,medium,mid_month,main_street,noon,short_video,website_visit,service,famous,streets
5972,beauty_salon,awareness,high,mid_month,near_entertainment,evening,static_image,store_visit,product,famous,malls
5973,supermarket,sales,medium,short_week,main_street,evening,short_video,purchase,service,new,entertainment_restaurants
5974,beauty_salon,sales,high,mid_month,near_entertainment,noon,short_video,purchase,service,established,malls
5975,fashion_store,footfall,medium,short_week,inside_mall,noon,short_video,store_visit,product,new,malls
5976,supermarket,sales,low,mid_month,main_street,noon,short_video,store_visit,product,established,entertainment_restaurants
5977,gym,awareness,low,mid_month,inside_mall,evening,short_video,social_follow,service,new,streets
5978,gym,sales,low,short_week,main_street,evening,short_video,website_visit,product,established,streets
5979,gaming_arcade,footfall,medium,long_2months,inside_mall,morning,short_video,purchase,service,established,streets
5980,beauty_salon,footfall,medium,mid_month,main_street,morning,static_image,store_visit,experience,new,streets
5981,beauty_salon,sales,high,mid_month,inside_mall,evening,coupon_offer,purchase,product,new,malls
5982,gym,sales,low,long_2months,near_entertainment,noon,coupon_offer,purchase,service,established,malls
5983,restaurant,product_launch,medium,short_week,main_street,noon,static_image,purchase,experience,new,streets
5984,restaurant,awareness,medium,short_week,near_entertainment,morning,coupon_offer,website_visit,product,established,entertainment_restaurants
5985,fashion_store,footfall,medium,long_2months,inside_mall,evening,short_video,purchase,experience,famous,malls
5986,education_center,sales,high,long_2months,near_entertainment,evening,coupon_offer,website_visit,product,established,malls
5987,fashion_store,awareness,high,mid_month,inside_mall,morning,short_video,website_visit,service,established,malls
5988,beauty_salon,awareness,medium,long_2months,inside_mall,evening,static_image,website_visit,product,famous,malls
5989,supermarket,footfall,medium,mid_month,main_street,noon,coupon_offer,website_visit,service,new,streets
5990,beauty_salon,sales,high,mid_month,main_street,morning,static_image,store_visit,experience,established,streets
5991,restaurant,awareness,low,mid_month,near_entertainment,morning,coupon_offer,store_visit,service,established,streets
5992,restaurant,footfall,medium,short_week,main_street,noon,static_image,store_visit,product,new,streets
5993,education_center,product_launch,low,mid_month,main_street,morning,short_video,social_follow,product,new,streets
5994,clinic,footfall,low,short_week,near_entertainment,morning,coupon_offer,store_visit,service,established,malls
5995,fashion_store,product_launch,high,long_2months,inside_mall,morning,static_image,purchase,product,famous,malls
5996,electronics,sales,medium,short_week,main_street,evening,short_video,store_visit,experience,established,malls
5997,electronics,sales,medium,long_2months,inside_mall,evening,short_video,store_visit,experience,established,malls
5998,supermarket,sales,medium,short_week,main_street,evening,coupon_offer,website_visit,product,new,malls
5999,supermarket,sales,medium,short_week,inside_mall,noon,short_video,purchase,service,new,malls
6000,education_center,product_launch,low,short_week,inside_mall,noon,coupon_offer,website_visit,product,established,entertainment_restaurants
6001,restaurant,sales,high,long_2months,inside_mall,morning,short_video,store_visit,experience,established,entertainment_restaurants
6002,fashion_store,awareness,medium,short_week,inside_mall,morning,static_image,purchase,product,established,malls
6003,fashion_store,sales,medium,mid_month,main_street,evening,static_image,store_visit,product,established,streets
6004,restaurant,awareness,low,long_2months,main_street,evening,short_video,purchase,service,established,streets
